_id,band_gap,new_band_gap
6141e0ec9cbada84a8676a97,1.8077,1.79
6141e0ed4e27a1844a5f0316,1.1445,1.14
6141e0f231cf3ef3d4a9f046,0.3816,0.39
6141e1014e27a1844a5f0318,1.1377,1.14
6141e1029cbada84a8676a99,1.8066,1.79
6141e10731cf3ef3d4a9f048,0.3026,0.32
6141e112ee0a3fd43fb47ca5,0.3591,0.35
6141e1154e27a1844a5f031a,1.1438,1.14
6141e1169cbada84a8676a9b,1.8103,1.79
6141e12c3ac25c70a5c6c983,0.2964,0.28
6141e1329cbada84a8676a9d,1.8095,1.79
6141e13231cf3ef3d4a9f04c,0.2999,0.28
6141e145baaf234b35290418,1.1099,1.11
6141e146ee0a3fd43fb47ca9,0.3534,0.35
6141e1474e27a1844a5f031c,1.1479,1.14
6141e14831cf3ef3d4a9f04e,0.4311,0.42
6141e165baaf234b3529041a,1.107,1.11
6141e17531cf3ef3d4a9f052,0.3574,0.35
6141e1804e27a1844a5f0322,1.1436,1.14
6141e184ee0a3fd43fb47cad,0.3592,0.35
6141e18b9cbada84a8676aa3,1.8093,1.79
6141e1964e27a1844a5f0324,1.1446,1.14
6141e198ee0a3fd43fb47caf,0.3578,0.35
6141e19d31cf3ef3d4a9f054,0.4207,0.42
6141e1ab9cbada84a8676aa5,1.8072,1.79
6141e1abbaaf234b3529041e,1.1048,1.11
6141e1acee0a3fd43fb47cb1,0.3536,0.35
6141e1c1baaf234b35290420,1.1008,1.11
6141e1c3ee0a3fd43fb47cb3,0.3577,0.35
6141e1d7baaf234b35290422,0.6531,0.66
6141e1d831cf3ef3d4a9f058,0.3595,0.35
6141e1dd3ac25c70a5c6c987,0.3958,0.39
6141e1e34e27a1844a5f032a,1.1426,1.14
6141e1edbaaf234b35290424,1.0878,1.07
6141e1f64e27a1844a5f032c,1.1484,1.14
6141e1fc31cf3ef3d4a9f05a,0.2742,0.28
6141e202baaf234b35290426,1.1079,1.11
6141e2049cbada84a8676aa9,1.8092,1.79
6141e20a4e27a1844a5f032e,1.1453,1.14
6141e20c3ac25c70a5c6c989,0.411,0.42
6141e22e9cbada84a8676aad,1.8098,1.79
6141e2304e27a1844a5f0332,1.1469,1.14
6141e23cee0a3fd43fb47cbb,0.3599,0.35
6141e2444e27a1844a5f0334,1.1485,1.14
6141e249baaf234b3529042a,1.1042,1.11
6141e24d9cbada84a8676aaf,1.8087,1.79
6141e251ee0a3fd43fb47cbd,0.3509,0.35
6141e2543ac25c70a5c6c98b,0.4141,0.42
6141e26431cf3ef3d4a9f064,0.3541,0.35
6141e26b4e27a1844a5f0338,1.1422,1.14
6141e27831cf3ef3d4a9f066,0.3544,0.35
6141e280baaf234b3529042e,1.0035,1
6141e2893ac25c70a5c6c98d,0.424,0.42
6141e28b31cf3ef3d4a9f068,0.4067,0.42
6141e28c9cbada84a8676ab3,1.8071,1.79
6141e290ee0a3fd43fb47cc1,0.4319,0.42
6141e29c4e27a1844a5f033c,1.1448,1.14
6141e2a19cbada84a8676ab5,1.808,1.79
6141e2ce4e27a1844a5f0340,1.1381,1.14
6141e2d4ee0a3fd43fb47cc5,0.3543,0.35
6141e2d931cf3ef3d4a9f06c,0.4275,0.42
6141e2eb9cbada84a8676ab7,1.8092,1.79
6141e2ef31cf3ef3d4a9f06e,0.4168,0.42
6141e301baaf234b35290436,0.9414,0.94
6141e3149cbada84a8676abb,1.8061,1.79
6141e33c9cbada84a8676abf,1.8085,1.79
6141e33d4e27a1844a5f0348,1.1466,1.14
6141e34b31cf3ef3d4a9f076,0.4039,0.42
6141e34d3ac25c70a5c6c995,0.537,0.52
6141e3514e27a1844a5f034a,1.1362,1.14
6141e35cee0a3fd43fb47ccd,0.3888,0.39
6141e36031cf3ef3d4a9f078,0.3535,0.35
6141e372baaf234b3529043c,1.0021,1
6141e3729cbada84a8676ac1,1.8089,1.79
6141e3903ac25c70a5c6c997,0.4076,0.42
6141e39b4e27a1844a5f0350,1.1438,1.14
6141e3ae9cbada84a8676ac7,1.8079,1.79
6141e3af4e27a1844a5f0352,1.1445,1.14
6141e3c03ac25c70a5c6c999,0.4149,0.42
6141e3c431cf3ef3d4a9f07e,0.3592,0.35
6141e3ceee0a3fd43fb47cd3,0.4165,0.42
6141e3d34e27a1844a5f0354,1.1454,1.14
6141e3dfbaaf234b35290440,1.1237,1.11
6141e3e84e27a1844a5f0356,1.1472,1.14
6141e3f23ac25c70a5c6c99b,0.3535,0.35
6141e3f6baaf234b35290442,1.104,1.11
6141e3fdee0a3fd43fb47cd7,0.3583,0.35
6141e40731cf3ef3d4a9f082,0.3978,0.39
6141e4174e27a1844a5f035a,1.1396,1.14
6141e41e31cf3ef3d4a9f084,0.3917,0.39
6141e44531cf3ef3d4a9f086,0.2782,0.28
6141e44b9cbada84a8676acf,1.808,1.79
6141e4534e27a1844a5f035e,1.1426,1.14
6141e45bee0a3fd43fb47cdd,0.4345,0.42
6141e4674e27a1844a5f0360,1.1418,1.14
6141e470ee0a3fd43fb47cdf,0.4306,0.42
6141e49cbaaf234b3529044c,1.0947,1.11
6141e49d3ac25c70a5c6c9a1,0.4209,0.42
6141e4b24e27a1844a5f0366,1.1427,1.14
6141e4d39cbada84a8676ad7,1.8091,1.79
6141e4d53ac25c70a5c6c9a3,0.3916,0.39
6141e4ff9cbada84a8676adb,1.81,1.79
6141e5159cbada84a8676add,1.8101,1.79
6141e51e4e27a1844a5f036e,1.1446,1.14
6141e51fbaaf234b35290450,1.103,1.11
6141e54bbaaf234b35290452,1.1095,1.11
6141e5644e27a1844a5f0374,1.1495,1.14
6141e565ee0a3fd43fb47ce7,0.276,0.28
6141e5743ac25c70a5c6c9a9,0.2937,0.28
6141e57abaaf234b35290456,1.1114,1.11
6141e57f4e27a1844a5f0376,1.1458,1.14
6141e58031cf3ef3d4a9f094,0.3583,0.35
6141e58b9cbada84a8676ae5,1.8093,1.79
6141e592baaf234b35290458,1.1042,1.11
6141e59731cf3ef3d4a9f096,0.3037,0.32
6141e5994e27a1844a5f0378,1.1461,1.14
6141e5ae4e27a1844a5f037a,1.1469,1.14
6141e5c2baaf234b3529045c,1.0009,1
6141e5c34e27a1844a5f037c,1.135,1.14
6141e5d94e27a1844a5f037e,1.1804,1.18
6141e5daee0a3fd43fb47ced,0.3583,0.35
6141e5dabaaf234b3529045e,1.1063,1.11
6141e5ee4e27a1844a5f0380,1.1808,1.18
6141e5f2baaf234b35290460,1.0352,1.04
6141e6044e27a1844a5f0382,1.1434,1.14
6141e60731cf3ef3d4a9f09e,0.3925,0.39
6141e6099cbada84a8676aeb,1.808,1.79
6141e622baaf234b35290464,1.1137,1.11
6141e6309cbada84a8676aed,1.8096,1.79
6141e6464e27a1844a5f0388,1.1448,1.14
6141e6599cbada84a8676aef,1.8093,1.79
6141e6744e27a1844a5f038c,1.1438,1.14
6141e6859cbada84a8676af3,1.8073,1.79
6141e68a4e27a1844a5f038e,1.1958,1.21
6141e69331cf3ef3d4a9f0aa,0.4222,0.42
6141e698ee0a3fd43fb47cf7,0.4321,0.42
6141e69b9cbada84a8676af5,1.8075,1.79
6141e6a14e27a1844a5f0390,1.1449,1.14
6141e6bf4e27a1844a5f0392,1.1808,1.18
6141e6bf3ac25c70a5c6c9b3,0.4258,0.42
6141e6bf31cf3ef3d4a9f0ac,0.3918,0.39
6141e6c9ee0a3fd43fb47cf9,0.4178,0.42
6141e6dd31cf3ef3d4a9f0ae,0.4222,0.42
6141e6de9cbada84a8676af7,1.8086,1.79
6141e6f231cf3ef3d4a9f0b0,0.432,0.42
6141e6f4ee0a3fd43fb47cfd,0.3938,0.39
6141e726baaf234b35290474,1.1176,1.11
6141e72c3ac25c70a5c6c9b7,0.3937,0.39
6141e735ee0a3fd43fb47d03,0.3597,0.35
6141e73fbaaf234b35290476,1.0836,1.07
6141e74bee0a3fd43fb47d05,0.4304,0.42
6141e7613ac25c70a5c6c9b9,0.2945,0.28
6141e766ee0a3fd43fb47d07,0.4286,0.42
6141e774baaf234b3529047a,1.1098,1.11
6141e77cee0a3fd43fb47d09,0.3583,0.35
6141e77c4e27a1844a5f03a2,1.148,1.14
6141e78c9cbada84a8676aff,1.8083,1.79
6141e792ee0a3fd43fb47d0b,0.3588,0.35
6141e7953ac25c70a5c6c9bb,0.4287,0.42
6141e799baaf234b3529047c,1.089,1.07
6141e79b4e27a1844a5f03a4,1.1463,1.14
6141e79e31cf3ef3d4a9f0bc,0.4106,0.42
6141e7b24e27a1844a5f03a6,1.17,1.18
6141e7c531cf3ef3d4a9f0be,0.352,0.35
6141e7c8ee0a3fd43fb47d0d,0.3576,0.35
6141e7de4e27a1844a5f03aa,1.1381,1.14
6141e7f73ac25c70a5c6c9bd,0.3499,0.35
6141e7fabaaf234b35290480,1.0043,1
6141e8009cbada84a8676b05,1.8089,1.79
6141e8254e27a1844a5f03b0,1.1357,1.14
6141e82c3ac25c70a5c6c9bf,0.3901,0.39
6141e838ee0a3fd43fb47d15,0.4324,0.42
6141e84fee0a3fd43fb47d17,0.359,0.35
6141e85a31cf3ef3d4a9f0c6,0.3032,0.32
6141e8644e27a1844a5f03b4,1.1433,1.14
6141e866baaf234b35290488,1.1118,1.11
6141e87fbaaf234b3529048a,0.9583,0.97
6141e882ee0a3fd43fb47d19,0.3583,0.35
6141e88b31cf3ef3d4a9f0ca,0.3522,0.35
6141e899baaf234b3529048c,1.1115,1.11
6141e8aa31cf3ef3d4a9f0cc,0.408,0.42
6141e8b19cbada84a8676b0d,1.8088,1.79
6141e8b23ac25c70a5c6c9c3,0.391,0.39
6141e8d5baaf234b35290490,1.078,1.07
6141e8d5ee0a3fd43fb47d1d,0.2772,0.28
6141e8e34e27a1844a5f03ba,1.1436,1.14
6141e8e83ac25c70a5c6c9c5,0.4297,0.42
6141e8f131cf3ef3d4a9f0d0,0.4116,0.42
6141e9104e27a1844a5f03bc,1.1452,1.14
6141e9374e27a1844a5f03be,1.1457,1.14
6141e963baaf234b35290498,1.0918,1.11
6141e9679cbada84a8676b17,1.8078,1.79
6141e96dee0a3fd43fb47d27,0.3604,0.35
6141e97131cf3ef3d4a9f0d8,0.4312,0.42
6141e9834e27a1844a5f03c4,1.1462,1.14
6141e988ee0a3fd43fb47d29,0.2829,0.28
6141e98b31cf3ef3d4a9f0da,0.339,0.35
6141e9969cbada84a8676b1b,1.8083,1.79
6141e99b4e27a1844a5f03c6,1.1445,1.14
6141e9a5ee0a3fd43fb47d2b,0.4269,0.42
6141e9b34e27a1844a5f03c8,1.1376,1.14
6141e9d0baaf234b3529049e,0.653,0.66
6141e9d34e27a1844a5f03ca,1.1467,1.14
6141e9d59cbada84a8676b1f,1.8089,1.79
6141e9e6ee0a3fd43fb47d2d,0.4296,0.42
6141e9eabaaf234b352904a0,1.1037,1.11
6141e9fa31cf3ef3d4a9f0e0,0.4102,0.42
6141e9fdee0a3fd43fb47d2f,0.3832,0.39
6141ea024e27a1844a5f03cc,1.1443,1.14
6141ea1331cf3ef3d4a9f0e2,0.3691,0.39
6141ea263ac25c70a5c6c9cd,0.4224,0.42
6141ea2bbaaf234b352904a4,1.1013,1.11
6141ea2f4e27a1844a5f03ce,1.1403,1.14
6141ea464e27a1844a5f03d0,1.1457,1.14
6141ea65ee0a3fd43fb47d33,0.4307,0.42
6141ea6d4e27a1844a5f03d2,1.1476,1.14
6141ea78baaf234b352904a8,1.0976,1.11
6141ea81ee0a3fd43fb47d35,0.4194,0.42
6141ea854e27a1844a5f03d4,1.1411,1.14
6141ea9d31cf3ef3d4a9f0ea,0.3572,0.35
6141eaa3baaf234b352904aa,1.1039,1.11
6141eac53ac25c70a5c6c9cf,0.4196,0.42
6141eacc31cf3ef3d4a9f0ec,0.3587,0.35
6141ead94e27a1844a5f03d8,1.1481,1.14
6141eadcee0a3fd43fb47d3b,0.3795,0.39
6141eae831cf3ef3d4a9f0ee,0.3478,0.35
6141eafcbaaf234b352904ae,1.1232,1.11
6141eb0231cf3ef3d4a9f0f0,0.3569,0.35
6141eb033ac25c70a5c6c9d1,0.3565,0.35
6141eb094e27a1844a5f03dc,1.1388,1.14
6141eb16baaf234b352904b0,1.0879,1.07
6141eb2aee0a3fd43fb47d41,0.3528,0.35
6141eb2d9cbada84a8676b2b,1.8089,1.79
6141eb31baaf234b352904b2,0.9598,0.97
6141eb3531cf3ef3d4a9f0f4,0.4197,0.42
6141eb43ee0a3fd43fb47d43,0.3609,0.35
6141eb719cbada84a8676b2f,1.8062,1.79
6141eb7a31cf3ef3d4a9f0f8,0.4204,0.42
6141eb834e27a1844a5f03e2,1.1819,1.18
6141eb89baaf234b352904b6,1.0374,1.04
6141eb9431cf3ef3d4a9f0fa,0.3545,0.35
6141eba99cbada84a8676b31,1.8061,1.79
6141ebb54e27a1844a5f03e4,1.1441,1.14
6141ebce31cf3ef3d4a9f0fc,0.3542,0.35
6141ebce4e27a1844a5f03e6,1.1463,1.14
6141ebde3ac25c70a5c6c9d7,0.3916,0.39
6141ebf19cbada84a8676b33,1.8095,1.79
6141ec0431cf3ef3d4a9f0fe,0.3544,0.35
6141ec14ee0a3fd43fb47d4d,0.2754,0.28
6141ec16baaf234b352904be,1.0907,1.11
6141ec1b3ac25c70a5c6c9d9,0.3529,0.35
6141ec499cbada84a8676b37,1.8087,1.79
6141ec5331cf3ef3d4a9f102,0.353,0.35
6141ec563ac25c70a5c6c9db,0.2906,0.28
6141ec609cbada84a8676b39,1.8075,1.79
6141ec6bee0a3fd43fb47d51,0.4037,0.42
6141ec6d31cf3ef3d4a9f104,0.4135,0.42
6141ec864e27a1844a5f03f0,1.1482,1.14
6141ec923ac25c70a5c6c9dd,0.4012,0.39
6141ec97ee0a3fd43fb47d53,0.3548,0.35
6141ec9f9cbada84a8676b3b,1.8061,1.79
6141ecb0ee0a3fd43fb47d55,0.359,0.35
6141ecba31cf3ef3d4a9f10a,0.3931,0.39
6141eccb9cbada84a8676b3d,1.8086,1.79
6141ecd04e27a1844a5f03f4,1.1446,1.14
6141ecddbaaf234b352904c6,1.0928,1.11
6141ecdf31cf3ef3d4a9f10c,0.4122,0.42
6141ece2ee0a3fd43fb47d57,0.336,0.35
6141ece94e27a1844a5f03f6,1.1498,1.14
6141ecf03ac25c70a5c6c9df,0.4206,0.42
6141ed024e27a1844a5f03f8,1.1469,1.14
6141ed27ee0a3fd43fb47d59,0.3577,0.35
6141ed2e3ac25c70a5c6c9e1,0.4077,0.42
6141ed36baaf234b352904ca,1.1047,1.11
6141ed3e4e27a1844a5f03fc,1.1416,1.14
6141ed4f31cf3ef3d4a9f10e,0.394,0.39
6141ed66baaf234b352904cc,1.1061,1.11
6141ed6b3ac25c70a5c6c9e3,0.4174,0.42
6141ed894e27a1844a5f0402,1.1456,1.14
6141ed9a31cf3ef3d4a9f112,0.3852,0.39
6141edbb4e27a1844a5f0406,1.1435,1.14
6141edbe9cbada84a8676b47,1.8074,1.79
6141edceee0a3fd43fb47d5d,0.4307,0.42
6141edd44e27a1844a5f0408,1.1402,1.14
6141ede7ee0a3fd43fb47d5f,0.3992,0.39
6141edea3ac25c70a5c6c9e5,0.3915,0.39
6141eded4e27a1844a5f040a,1.1449,1.14
6141ee0631cf3ef3d4a9f118,0.3995,0.39
6141ee064e27a1844a5f040c,1.1462,1.14
6141ee35baaf234b352904da,1.0948,1.11
6141ee3b9cbada84a8676b4b,1.8091,1.79
6141ee3b31cf3ef3d4a9f11a,0.4047,0.42
6141ee53ee0a3fd43fb47d63,0.4054,0.42
6141ee549cbada84a8676b4d,1.8091,1.79
6141ee5731cf3ef3d4a9f11c,0.4178,0.42
6141ee66baaf234b352904dc,1.1171,1.11
6141ee6d9cbada84a8676b4f,1.8091,1.79
6141ee7a3ac25c70a5c6c9e9,0.3506,0.35
6141ee814e27a1844a5f0414,1.1469,1.14
6141ee84baaf234b352904de,1.1071,1.11
6141ee869cbada84a8676b51,1.8096,1.79
6141ee9f9cbada84a8676b53,1.8072,1.79
6141eea04e27a1844a5f0416,1.1396,1.14
6141eed53ac25c70a5c6c9eb,0.2835,0.28
6141eee49cbada84a8676b57,1.8077,1.79
6141ef03ee0a3fd43fb47d6b,0.3927,0.39
6141ef1931cf3ef3d4a9f12a,0.3904,0.39
6141ef1fbaaf234b352904e6,1.1003,1.11
6141ef44ee0a3fd43fb47d6f,0.4277,0.42
6141ef879cbada84a8676b5f,1.8092,1.79
6141ef90ee0a3fd43fb47d73,0.3595,0.35
6141ef943ac25c70a5c6c9f1,0.3903,0.39
6141ef9f31cf3ef3d4a9f12c,0.412,0.42
6141efb64e27a1844a5f0428,1.1448,1.14
6141efd0ee0a3fd43fb47d77,0.4324,0.42
6141efd09cbada84a8676b61,1.8094,1.79
6141efd14e27a1844a5f042a,1.1461,1.14
6141efd431cf3ef3d4a9f130,0.3602,0.35
6141efec9cbada84a8676b63,1.8079,1.79
6141f0044e27a1844a5f042e,1.1417,1.14
6141f00b31cf3ef3d4a9f134,0.3527,0.35
6141f01e4e27a1844a5f0430,1.1471,1.14
6141f0384e27a1844a5f0432,1.1441,1.14
6141f03e3ac25c70a5c6c9f5,0.349,0.35
6141f04531cf3ef3d4a9f136,0.4137,0.42
6141f0534e27a1844a5f0434,1.1442,1.14
6141f06bee0a3fd43fb47d7f,0.3591,0.35
6141f06f9cbada84a8676b67,1.8089,1.79
6141f077baaf234b352904f2,1.1073,1.11
6141f084ee0a3fd43fb47d81,0.4122,0.42
6141f09a4e27a1844a5f0438,1.1383,1.14
6141f0a9ee0a3fd43fb47d83,0.3572,0.35
6141f0c14e27a1844a5f043a,1.1298,1.14
6141f0c4baaf234b352904f6,1.1088,1.11
6141f0cd9cbada84a8676b6d,1.8095,1.79
6141f0d331cf3ef3d4a9f140,0.3535,0.35
6141f0f031cf3ef3d4a9f142,0.4243,0.42
6141f0ff4e27a1844a5f043e,1.1425,1.14
6141f1149cbada84a8676b6f,1.8068,1.79
6141f11f3ac25c70a5c6c9fb,0.3923,0.39
6141f1354e27a1844a5f0440,1.145,1.14
6141f13c31cf3ef3d4a9f146,0.3579,0.35
6141f142ee0a3fd43fb47d87,0.4229,0.42
6141f15a4e27a1844a5f0442,1.1436,1.14
6141f15bee0a3fd43fb47d89,0.3581,0.35
6141f1623ac25c70a5c6c9fd,0.2932,0.28
6141f171baaf234b352904fa,1.1071,1.11
6141f17231cf3ef3d4a9f14a,0.3956,0.39
6141f19c31cf3ef3d4a9f14c,0.4313,0.42
6141f19eee0a3fd43fb47d8b,0.359,0.35
6141f1acbaaf234b352904fe,1.1102,1.11
6141f1b9ee0a3fd43fb47d8d,0.3588,0.35
6141f1c9baaf234b35290500,1.0983,1.11
6141f1dfee0a3fd43fb47d8f,0.3608,0.35
6141f2004e27a1844a5f044a,1.1461,1.14
6141f20c31cf3ef3d4a9f154,0.4038,0.42
6141f21b4e27a1844a5f044c,1.1466,1.14
6141f224baaf234b35290502,1.0997,1.11
6141f2354e27a1844a5f044e,1.1391,1.14
6141f25b31cf3ef3d4a9f158,0.2741,0.28
6141f27a4e27a1844a5f0452,1.1467,1.14
6141f27cee0a3fd43fb47d95,0.3603,0.35
6141f2984e27a1844a5f0454,1.1441,1.14
6141f29b9cbada84a8676b7b,1.8076,1.79
6141f2a5ee0a3fd43fb47d97,0.2731,0.28
6141f2cc31cf3ef3d4a9f160,0.4306,0.42
6141f2cf4e27a1844a5f0458,1.1422,1.14
6141f2d4baaf234b35290506,1.082,1.07
6141f2dbee0a3fd43fb47d9b,0.3514,0.35
6141f2de3ac25c70a5c6ca09,0.4109,0.42
6141f2e831cf3ef3d4a9f162,0.3575,0.35
6141f2fbbaaf234b35290508,1.1047,1.11
6141f30431cf3ef3d4a9f164,0.3753,0.39
6141f3064e27a1844a5f045c,1.147,1.14
6141f309ee0a3fd43fb47d9d,0.3577,0.35
6141f3203ac25c70a5c6ca0b,0.4249,0.42
6141f323ee0a3fd43fb47d9f,0.3602,0.35
6141f32731cf3ef3d4a9f166,0.3543,0.35
6141f345baaf234b3529050c,0.6531,0.66
6141f3649cbada84a8676b81,1.8083,1.79
6141f3849cbada84a8676b83,1.807,1.79
6141f394ee0a3fd43fb47da1,0.2763,0.28
6141f3a14e27a1844a5f0462,1.139,1.14
6141f3ae3ac25c70a5c6ca0f,0.3536,0.35
6141f3edbaaf234b35290516,1.1086,1.11
6141f3f34e27a1844a5f0468,1.1478,1.14
6141f3f63ac25c70a5c6ca11,0.3241,0.32
6141f40331cf3ef3d4a9f170,0.3511,0.35
6141f4069cbada84a8676b8b,1.8091,1.79
6141f41a4e27a1844a5f046a,1.1407,1.14
6141f43d31cf3ef3d4a9f174,0.425,0.42
6141f45c9cbada84a8676b8f,1.8098,1.79
6141f46b31cf3ef3d4a9f176,0.3563,0.35
6141f477ee0a3fd43fb47dab,0.4197,0.42
6141f47a4e27a1844a5f0470,1.1414,1.14
6141f47b3ac25c70a5c6ca15,0.4253,0.42
6141f4964e27a1844a5f0472,1.1434,1.14
6141f49bee0a3fd43fb47dad,0.3567,0.35
6141f4b54e27a1844a5f0474,1.1424,1.14
6141f4be31cf3ef3d4a9f17a,0.283,0.28
6141f4c33ac25c70a5c6ca17,0.2747,0.28
6141f4d2ee0a3fd43fb47daf,0.3591,0.35
6141f4da4e27a1844a5f0476,1.1384,1.14
6141f50731cf3ef3d4a9f17c,0.3994,0.39
6141f5329cbada84a8676b93,1.8085,1.79
6141f54031cf3ef3d4a9f180,0.3571,0.35
6141f54a3ac25c70a5c6ca19,0.4131,0.42
6141f55a4e27a1844a5f047c,1.138,1.14
6141f561ee0a3fd43fb47db3,0.3562,0.35
6141f561baaf234b3529051c,1.0838,1.07
6141f57b31cf3ef3d4a9f184,0.3883,0.39
6141f580baaf234b3529051e,0.9627,0.97
6141f5944e27a1844a5f0480,1.1477,1.14
6141f597ee0a3fd43fb47db7,0.3602,0.35
6141f5bdbaaf234b35290520,0.9431,0.94
6141f5c0ee0a3fd43fb47db9,0.3543,0.35
6141f5c54e27a1844a5f0482,1.1758,1.18
6141f5f7baaf234b35290522,1.0878,1.07
6141f6004e27a1844a5f0486,1.1423,1.14
6141f6439cbada84a8676b99,1.8091,1.79
6141f64d31cf3ef3d4a9f18c,0.4275,0.42
6141f652baaf234b35290526,1.0387,1.04
6141f67fee0a3fd43fb47dbd,0.2787,0.28
6141f6859cbada84a8676b9b,1.8067,1.79
6141f6893ac25c70a5c6ca1f,0.2953,0.28
6141f68cbaaf234b35290528,1.0883,1.07
6141f6aabaaf234b3529052a,1.1048,1.11
6141f6b831cf3ef3d4a9f190,0.3931,0.39
6141f6d39cbada84a8676b9f,1.8075,1.79
6141f6d84e27a1844a5f0494,1.1389,1.14
6141f6f3ee0a3fd43fb47dc1,0.3582,0.35
6141f6fe31cf3ef3d4a9f194,0.394,0.39
6141f70eee0a3fd43fb47dc3,0.3564,0.35
6141f74eee0a3fd43fb47dc7,0.387,0.39
6141f75c4e27a1844a5f0498,1.1448,1.14
6141f7603ac25c70a5c6ca23,0.5036,0.49
6141f77bbaaf234b35290530,0.9601,0.97
6141f7a49cbada84a8676ba3,1.8103,1.79
6141f7aa3ac25c70a5c6ca25,0.2965,0.28
6141f7acee0a3fd43fb47dcb,0.3564,0.35
6141f7b34e27a1844a5f049c,1.1408,1.14
6141f7e4ee0a3fd43fb47dcf,0.3566,0.35
6141f7eb9cbada84a8676ba5,1.8095,1.79
6141f8089cbada84a8676ba7,1.8073,1.79
6141f80e4e27a1844a5f04a2,1.148,1.14
6141f82831cf3ef3d4a9f1a2,0.2683,0.28
6141f82c4e27a1844a5f04a4,1.1482,1.14
6141f84631cf3ef3d4a9f1a4,0.3571,0.35
6141f856baaf234b35290532,1.0886,1.07
6141f86631cf3ef3d4a9f1a6,0.395,0.39
6141f87fee0a3fd43fb47dd3,0.3594,0.35
6141f88431cf3ef3d4a9f1a8,0.3519,0.35
6141f8914e27a1844a5f04a8,1.1461,1.14
6141f893baaf234b35290534,1.1102,1.11
6141f89cee0a3fd43fb47dd5,0.3501,0.35
6141f8a53ac25c70a5c6ca2b,0.4177,0.42
6141f8ae4e27a1844a5f04aa,1.1429,1.14
6141f8b9ee0a3fd43fb47dd7,0.3486,0.35
6141f8cebaaf234b35290536,1.0868,1.07
6141f8d7ee0a3fd43fb47dd9,0.3861,0.39
6141f8eb4e27a1844a5f04ae,1.1456,1.14
6141f8f89cbada84a8676bb3,1.808,1.79
6141f8fd31cf3ef3d4a9f1ac,0.3205,0.32
6141f90dee0a3fd43fb47ddb,0.3592,0.35
6141f910baaf234b35290538,1.0839,1.07
6141f9159cbada84a8676bb5,1.8058,1.79
6141f9284e27a1844a5f04b2,1.142,1.14
6141f9544e27a1844a5f04b4,1.1479,1.14
6141f96931cf3ef3d4a9f1b2,0.3954,0.39
6141f96cee0a3fd43fb47ddd,0.3597,0.35
6141f9823ac25c70a5c6ca31,0.2808,0.28
6141f9869cbada84a8676bbb,1.8096,1.79
6141f98831cf3ef3d4a9f1b4,0.4169,0.42
6141f989ee0a3fd43fb47ddf,0.3531,0.35
6141f9944e27a1844a5f04b8,1.1798,1.18
6141f9b54e27a1844a5f04ba,1.1477,1.14
6141f9c73ac25c70a5c6ca33,0.392,0.39
6141f9d54e27a1844a5f04bc,1.1343,1.14
6141f9e631cf3ef3d4a9f1ba,0.4088,0.42
6141f9f24e27a1844a5f04be,1.1744,1.18
6141f9f39cbada84a8676bbf,1.8086,1.79
6141f9fbee0a3fd43fb47de1,0.3591,0.35
6141fa2631cf3ef3d4a9f1be,0.4257,0.42
6141fa2f4e27a1844a5f04c0,1.1484,1.14
6141fa35ee0a3fd43fb47de5,0.4299,0.42
6141fa84baaf234b35290546,1.1113,1.11
6141fa964e27a1844a5f04c6,1.1393,1.14
6141fab231cf3ef3d4a9f1c2,0.4208,0.42
6141fab64e27a1844a5f04c8,1.1421,1.14
6141fac3baaf234b35290548,1.083,1.07
6141faf031cf3ef3d4a9f1c6,0.4315,0.42
6141faf94e27a1844a5f04cc,1.1457,1.14
6141fafa9cbada84a8676bc3,1.8087,1.79
6141fb0f31cf3ef3d4a9f1c8,0.4024,0.39
6141fb214e27a1844a5f04ce,1.1442,1.14
6141fb2fee0a3fd43fb47de9,0.3576,0.35
6141fb329cbada84a8676bc7,1.8093,1.79
6141fb3f3ac25c70a5c6ca3b,0.2904,0.28
6141fb4831cf3ef3d4a9f1ca,0.4169,0.42
6141fb4bee0a3fd43fb47deb,0.2757,0.28
6141fb604e27a1844a5f04d2,1.1431,1.14
6141fb6abaaf234b3529054a,1.0917,1.11
6141fb7031cf3ef3d4a9f1cc,0.3951,0.39
6141fb739cbada84a8676bc9,1.8083,1.79
6141fb883ac25c70a5c6ca3d,0.4117,0.42
6141fb8e31cf3ef3d4a9f1ce,0.3001,0.32
6141fb9fbaaf234b3529054c,1.1093,1.11
6141fba3ee0a3fd43fb47df1,0.3567,0.35
6141fba89cbada84a8676bcb,1.8093,1.79
6141fbaf4e27a1844a5f04d6,1.1444,1.14
6141fbbfee0a3fd43fb47df3,0.4109,0.42
6141fbce4e27a1844a5f04d8,1.148,1.14
6141fbdbbaaf234b3529054e,1.099,1.11
6141fbed4e27a1844a5f04da,1.1449,1.14
6141fbefee0a3fd43fb47df5,0.4343,0.42
6141fc154e27a1844a5f04dc,1.1371,1.14
6141fc203ac25c70a5c6ca41,0.416,0.42
6141fc36baaf234b35290552,1.0836,1.07
6141fc3a4e27a1844a5f04de,1.1444,1.14
6141fc584e27a1844a5f04e0,1.1468,1.14
6141fc764e27a1844a5f04e2,1.1425,1.14
6141fc8531cf3ef3d4a9f1d4,0.4119,0.42
6141fca531cf3ef3d4a9f1d6,0.3478,0.35
6141fcf29cbada84a8676bd5,1.8089,1.79
6141fd104e27a1844a5f04e6,1.1475,1.14
